Crop,Season,State,Area,Annual_Rainfall,Avg_Temperature,humidity_pct,soil_N_kg_sq_foot,soil_P_kg_sq_foot,soil_K_kg_sq_foot
Moong(Green Gram),1,12,28458917984.768,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),2,12,902015691.5200001,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,4,12,10895337745.984001,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,4,12,5713053083.904,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Sweet potato,4,12,385347992.32000005,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Tapioca,4,12,113882172.032,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Turmeric,4,12,582327552.64,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,1,12,13910954883.648,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,2,12,1226762868.288,867.6,26.436,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,13,6017671748.224,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Black pepper,4,13,23297407669.760002,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cardamom,4,13,4448939446.528,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cashewnut,4,13,9297435247.104,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Coconut ,4,13,96713519665.792,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Garlic,4,13,68673748.352,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Ginger,4,13,916654609.664,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Groundnut,1,13,289226272.448,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Sweet potato,4,13,107854382.208,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Tapioca,4,13,10150044589.888,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Turmeric,4,13,298590874.496,2386.0,25.465,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Arhar/Tur,1,17,87402952.448,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,17,605792877.312,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cashewnut,4,17,722043109.6320001,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,17,194503860.928,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,17,966814432.128,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,17,54680664.832,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,17,1941271240.64,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,4,17,522372571.712,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,17,427757799.296,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,17,168024641.344,3321.3,18.845,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,21,30138949.12,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Black pepper,4,21,1291669.2480000001,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cashewnut,4,21,23357685.568,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Coconut ,4,21,242403262.208,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Coriander,4,21,215278.208,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,21,1184030.144,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,21,20128512.448000003,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),2,21,139823196.09600002,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,4,21,753473.728,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,21,61031371.968,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,21,126368308.096,1434.588,28.242,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,24,4834502717.056001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Banana,4,24,7651848625.152,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Black pepper,4,24,449823815.61600006,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Cardamom,4,24,561983761.9840001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Cashewnut,4,24,11061317244.352001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Coconut ,4,24,37965388371.840004,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Coriander,4,24,2983971241.0880003,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Dry chillies,4,24,8095106455.424001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Garlic,4,24,64045266.88,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Ginger,1,24,42517446.080000006,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Gram,2,24,713109064.0,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Groundnut,1,24,63689627280.384,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Moong(Green Gram),1,24,13529158981.76,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Onion,4,24,2524352267.0080004,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Potato,4,24,467261350.46400005,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Sweet potato,4,24,111837029.05600001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Tapioca,4,24,10228082940.288,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Turmeric,4,24,1741708341.8240001,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Urad,1,24,19992026064.128002,345.6,27.842,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Arhar/Tur,1,29,361775028.544,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Cardamom,4,29,309354784.896,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Coconut ,4,29,2631022619.072,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Dry chillies,4,29,6508721340.672,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Ginger,1,29,866817704.5120001,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Gram,2,29,5004357223.168,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,1,29,192889274.368,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,2,29,987373500.9920001,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,3,29,3755635977.664,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Masoor,2,29,7468001035.52,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),1,29,89878651.84,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),2,29,158229482.88,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),3,29,949699814.592,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Peas & beans (Pulses),2,29,1572284392.128,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Potato,4,29,33198590651.2,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Turmeric,4,29,1358297853.3760002,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Urad,1,29,5514028380.608001,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Urad,2,29,1630409508.288,1526.7,25.849,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Arhar/Tur,1,12,60506846614.208,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,12,4518366668.608001,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Black pepper,4,12,1328697099.776,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Cardamom,4,12,2094764602.9440002,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coconut ,4,12,41247950487.424,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coriander,4,12,1036134015.1040001,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Dry chillies,4,12,16395911238.592001,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Garlic,4,12,559938619.008,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Ginger,1,12,1186075286.976,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Gram,2,12,43926872507.776,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,1,12,87491862347.904,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,2,12,16764898087.104,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),1,12,55713139117.568,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),2,12,623445690.368,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,4,12,14643008429.952002,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,4,12,5590452144.448,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Sweet potato,4,12,385670909.632,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Tapioca,4,12,114743284.86400001,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Turmeric,4,12,439167544.32000005,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,1,12,13778451146.624,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,2,12,484914163.52000004,1117.7,25.438,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,13,6336283496.064,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Black pepper,4,13,25582478208.576,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cardamom,4,13,4453890845.312,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cashewnut,4,13,8777646013.888,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Coconut ,4,13,96796294136.768,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Garlic,4,13,32937565.824,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Ginger,4,13,1075422288.0640001,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Groundnut,1,13,144882233.984,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Sweet potato,4,13,89986290.944,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Tapioca,4,13,9524553756.544,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Turmeric,4,13,310108258.624,2880.2,25.005,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Arhar/Tur,1,17,86541839.61600001,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,17,675543016.704,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Black pepper,4,17,96336998.08000001,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Coriander,4,17,5704872.512,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,17,198486507.77600002,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,4,17,39288272.96,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,17,992647817.088,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,17,55864694.976,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,17,1860757190.848,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,1,17,535396903.296,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,4,17,535396903.296,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,17,427865438.40000004,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,17,181048972.928,4767.9,18.725,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,24,4673259339.264,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Banana,4,24,8772371697.792,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Cardamom,4,24,531306617.34400004,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Cashewnut,4,24,11265400985.536001,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Coconut ,4,24,38433187917.824005,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Coriander,4,24,2082816662.4,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Dry chillies,4,24,7210743576.96,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Garlic,4,24,47684123.072000004,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Ginger,1,24,61784845.696,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Gram,2,24,691043047.6800001,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Groundnut,1,24,66292448454.20801,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Moong(Green Gram),1,24,16679647916.736002,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Onion,4,24,2851467504.064,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Potato,4,24,541855249.536,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Sweet potato,4,24,150371828.28800002,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Tapioca,4,24,11903700872.256,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Turmeric,4,24,2326726872.064,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Urad,1,24,24365618137.856003,1034.0,27.002,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Arhar/Tur,1,0,53230012627.392006,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Banana,4,0,4912863984.768001,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Cashewnut,4,0,15970629138.688002,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Coconut ,4,0,11241612743.552,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Coriander,4,0,3026165769.8560004,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Dry chillies,1,0,13738086482.624,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Dry chillies,2,0,4716207341.76,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Garlic,4,0,86111283.2,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Ginger,4,0,232608103.74400002,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Gram,2,0,42457491099.07201,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Groundnut,1,0,173801416777.47202,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Groundnut,2,0,28080458895.104,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Moong(Green Gram),1,0,27120641004.736,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Moong(Green Gram),2,0,14312018185.152,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Onion,1,0,2199497451.136,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Onion,2,0,1717058987.0080001,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Potato,4,0,352518065.6,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Sweet potato,4,0,116788427.84,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Tapioca,4,0,1644833148.2240002,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Urad,1,0,8525662871.424001,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Urad,2,0,36794490198.528,1075.5,27.892,57.3,0.000899301462015197,0.0005564892311437015,1.5793517411423913e-05
Arhar/Tur,1,2,696747920.192,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Banana,4,2,4517290277.568,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Coconut ,4,2,2051278404.9280002,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Dry chillies,4,2,1581003159.552,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Gram,2,2,217430990.08,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Masoor,2,2,2000257469.6320002,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Moong(Green Gram),2,2,808584949.248,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Onion,4,2,831619717.5040001,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Peas & beans (Pulses),2,2,1924048984.0,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Potato,4,2,7495771924.352,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Sweet potato,4,2,782428646.9760001,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Tapioca,4,2,298913791.808,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Turmeric,4,2,1249797636.5440001,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Urad,2,2,3807840943.104,2184.6,24.103,79.53834369157096,0.000774811383595738,0.0001681545089098664,0.0004385023657760052
Arhar/Tur,1,12,64570976263.936005,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,12,4688974648.448,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Black pepper,4,12,1592735821.888,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Cardamom,4,12,2132761206.6560001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coconut ,4,12,42612706687.04,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coriander,4,12,986297109.952,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Dry chillies,1,12,12491195101.888,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Dry chillies,2,12,313337431.744,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Dry chillies,3,12,722796583.36,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Garlic,4,12,530768421.82400006,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Ginger,4,12,2332431744.576,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Gram,2,12,45032864301.376,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,1,12,93398881097.216,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,2,12,18553537078.272,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),1,12,42328001256.96,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),2,12,824300258.432,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,1,12,14675945995.776001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,2,12,1173266233.6000001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,3,12,438629348.8,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Peas & beans (Pulses),1,12,449285620.096,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Peas & beans (Pulses),2,12,73840425.34400001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Peas & beans (Pulses),3,12,56510529.6,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,1,12,7278879129.792001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,2,12,582973387.264,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,3,12,34121595.968,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Sweet potato,4,12,361236833.02400005,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Tapioca,4,12,90524486.464,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Turmeric,4,12,683077753.9840001,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,1,12,10847115427.392,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,2,12,1124290441.28,1316.2,25.105,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,13,6609040985.6,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Black pepper,4,13,25617891473.792,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cardamom,4,13,4452706815.168,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Cashewnut,4,13,8426527256.64,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Coconut ,4,13,96641939661.632,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Garlic,4,13,6996541.760000001,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Ginger,4,13,1315995685.5040002,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Groundnut,1,13,355101404.096,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Sweet potato,4,13,76531402.944,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Tapioca,4,13,9745536837.056,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Turmeric,4,13,364250727.93600005,3030.9,25.215,81.5,0.00021832215245203647,0.00020996087852834147,0.0003852682642649217
Arhar/Tur,1,17,86541839.61600001,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,17,691688882.304,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,17,200316372.544,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,17,1036026376.0000001,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,17,56295251.392000005,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,17,1935996924.5440001,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,4,17,535504542.40000004,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,17,429372385.856,3374.4,19.025,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
